athee (athiban (ATHEE) from directory H:\a1\SparkGamers\TheWar_source\TW_source\TW_source\TheWar.exe) from IP 157.50.75.102, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.100.60, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Desktop\softweres\TheWar developers\TheWar.exe) from IP 157.39.217.175, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
Sylvia (Lookpla (LAPTOP-I35FA285) from directory C:\Users\Lookpla\Downloads\TheWar\TheWar\TheWar1.exe) from IP 124.122.198.186, computer ID kNG+1YPILlsMMm1RX0d2wp/BE1I
arishpakistani (SOFTAGE (DESKTOP-39O6GI3) from directory E:\games\TheWar\TheWar.exe) from IP 119.160.100.173, computer ID MChcvwXikJ9O50xOzrhxaEsfusw
radikesh (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.46.91.224, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
SuperWorior (MALIK FARHANKHALIL (DESKTOP-AC3HH2M) from directory D:\TheWar\TheWar\TheWar.exe) from IP 111.119.187.43, computer ID DlMUJCQKFE+QNWlLzdb1EIdTolI
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.88.119, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 106.205.120.215, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
snow_queen (admin (ADMIN-PC) from directory F:\документы\TheWar developers\TheWar.exe) from IP 91.122.61.183, computer ID qg6TIkbkr3FKYBCevJ08BQYKxoE
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.226.120, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.147.109, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TW_source\TheWar.exe) from IP 157.43.147.109, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
radikesh (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.46.91.57, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
lovepreet (Administrator (EC2AMAZ-2RNDIV0) from directory C:\Users\Administrator\Dropbox\TheWar developers\TW_source\TheWar.bgt) from IP 15.207.182.12, computer ID 4pImu5K4dyzXDAOfj8j+VOL9vxt
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.92.42, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 106.198.13.155, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
mahi2000 (mahipal singh rathor (LAPTOP-413LVIOH) from directory D:\softwares\games\TheWar\TheWar\TheWar.exe) from IP 49.34.209.63, computer ID GGqvmxN5TWq7e+kJhU2GLfns9Z4
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.72.84, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
anil (anilk (DESKTOP-H0767O0) from directory C:\Users\anilk\OneDrive\Desktop\ggames\TheWar\TheWar\TheWar.exe) from IP 115.98.219.56, computer ID 0ABSMAexGBx29yP58ZTSuZF3CJE
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.75.150, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 106.207.236.142, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
anil (anilk (DESKTOP-H0767O0) from directory C:\Users\anilk\OneDrive\Desktop\ggames\TheWar\TheWar\TheWar.exe) from IP 115.98.230.102, computer ID 0ABSMAexGBx29yP58ZTSuZF3CJE
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Desktop\softweres\TheWar developers\TW_source\TheWar.exe) from IP 157.39.217.175, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
king (hp (ABHI) from directory F:\TheWar\TheWar.exe) from IP 157.36.68.212, computer ID IzPZLle0yqeoDswNcd00ltZho4C
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 182.189.32.166, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 182.190.208.40, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
bhatti-is-here (sajawal bhatti (DESKTOP-K0QE41F) from directory C:\Users\sajawal bhatti\Desktop\TheWar\TheWar\vTheWar.exe) from IP 111.119.178.190, computer ID OsnCD+5kp/RDGuuocSq5bAUuIq0
yarzarminkhant123345 (YarZar (DESKTOP-0V2SQO8) from directory D:\my software\computer\TheWar\TheWar\TheWar.exe) from IP 37.111.14.65, computer ID 0loeOTdnZS527XruUGmoZmNzdLB
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.74.196, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
JackSparrow (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TW.exe) from IP 157.46.91.255, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.99.124, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
Sylvia (Lookpla (LAPTOP-I35FA285) from directory C:\Users\Lookpla\Downloads\TheWar\TheWar\TheWar1.exe) from IP 124.120.116.115, computer ID kNG+1YPILlsMMm1RX0d2wp/BE1I
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.68.74, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.165.116, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
jemsel (Tenzin Jamtsho (DESKTOP-O2DQCQV) from directory C:\Users\Tenzin Jamtsho\Saved Games\TheWar\TheWar.exe) from IP 119.2.118.110, computer ID 03cW+ZVatp+e2hSRNGtdOloDExB
joker (mohamed ijaz (IJAZ) from directory E:\the war\TheWar\TheWar\TheWar\TheWar.exe) from IP 157.51.5.106, computer ID 6Oq/2sZBCjoT0OZS+ax9H0a0Tqo
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.251.34, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
minzaw219264 (min zaw (DESKTOP-37T8GDM) from directory D:\software\TheWar\TheWar\TheWar.exe) from IP 37.111.15.138, computer ID IHRETHeP2VUhT5VIpcD2YafVejU
JackSparrow (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TW.exe) from IP 157.46.95.59, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
attaurrehman (Anonymous (DESKTOP-AA7JQ2C) from directory C:\Users\Anonymous\Downloads\TheWar\TheWar\TheWar.exe) from IP 39.50.107.134, computer ID a/d1xYsX7jEw3fbnQV4x9wo3v/Q
ash (ssc (PRITHI) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.46.97.237, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.99.33, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 27.62.249.6, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 132.154.166.109, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 110.224.25.10, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.66.233, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
afnan (Afnan Nasir Mughal (DESKTOP-3H8BNVV) from directory D:\unsafe folder\TheWar\TheWar.exe) from IP 111.119.187.57, computer ID wRd5e1iPhZ3No0gtwXSV/fzjAh6
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 223.181.235.29, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
yarzarminkhant123345 (YarZar (DESKTOP-0V2SQO8) from directory D:\my software\computer\TheWar\TheWar\TheWar.exe) from IP 37.111.13.30, computer ID 0loeOTdnZS527XruUGmoZmNzdLB
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.109.18, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
tanishq (HP (HP) from directory C:\Users\HP\Downloads\Compressed\TheWar\TheWar\TheWar.exe) from IP 1.38.52.125, computer ID MXxR5UbTX6Mu+nmf5DxFVF0WxNW
SKGamer (H.P (SK-PC) from directory E:\games\TheWar\TheWar\TheWar.exe) from IP 196.194.217.29, computer ID 8WLNvNY1cBHGA7jvKjkp5HSH4ar
jaihanuman (ok (DESKTOP-LT2BDPJ) from directory C:\Users\ok\Desktop\Games\TheWar\TheWar.exe) from IP 157.47.242.3, computer ID rpg29vEy4cLm2VhEW2Snl4Ql+Ac
superboy (zamee (DESKTOP-AOV6GQD) from directory D:\TheWar\TheWar.exe) from IP 119.160.102.204, computer ID x1JWqAT0L3n17XqyOwXxBC6ooRA
king (hp (ABHI) from directory F:\TheWar\TheWar.exe) from IP 157.36.66.72, computer ID IzPZLle0yqeoDswNcd00ltZho4C
JohnCina (A M (A) from directory C:\Users\A M\Dropbox\TheWar developers\TW_source\TheWar.bgt) from IP 39.36.50.245, computer ID YtWBGTkTBGLx9LVk0rPwmhuDsJU
bhatti-is-here (sajawal bhatti (DESKTOP-K0QE41F) from directory C:\Users\sajawal bhatti\Desktop\TheWar\TheWar\vTheWar.exe) from IP 111.119.188.29, computer ID OsnCD+5kp/RDGuuocSq5bAUuIq0
razvan (Razvan (DESKTOP-7L12N8T) from directory C:\Users\Razvan\AppData\Local\Temp\Rar$EXa6724.41940\TheWar\TheWar.exe) from IP 83.103.231.65, computer ID yXdX0yAVfsa8516ro/Ad54ZEe38
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.249.165, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.149.52, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 182.190.110.32, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
Janpantrudu (BONNEY DENNIS (DESKTOP-144VEU3) from directory C:\Users\BONNEY DENNIS\Downloads\Compressed\The war\TheWar.exe) from IP 197.255.127.129, computer ID 0OV9Vhubb2RQ3X279TMlbmxp9UR
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.214.205, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.233.191, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.193.124, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
radikesh (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.46.106.47, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
minzaw219264 (min zaw (DESKTOP-37T8GDM) from directory D:\software\TheWar\TheWar\TheWar.exe) from IP 37.111.15.130, computer ID IHRETHeP2VUhT5VIpcD2YafVejU
ash (ssc (PRITHI) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.46.123.98, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
SuperWorior (MALIK FARHANKHALIL (DESKTOP-AC3HH2M) from directory D:\TheWar\TheWar\TheWar.exe) from IP 111.119.187.20, computer ID DlMUJCQKFE+QNWlLzdb1EIdTolI
afnan (Afnan Nasir Mughal (DESKTOP-3H8BNVV) from directory D:\unsafe folder\TheWar\TheWar.exe) from IP 119.160.96.47, computer ID wRd5e1iPhZ3No0gtwXSV/fzjAh6
shahrukh (user (DESKTOP-CKB9DF0) from directory F:\TheWar\TheWar\TheWar.exe) from IP 157.49.209.119, computer ID Qj1NZEyUmuhvCrVamIKexejKJwr
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 223.181.230.37, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
tiger (mister zaib (DESKTOP-62DOR4L) from directory D:\games\TheWar\TheWar\TheWar.exe) from IP 59.103.192.158, computer ID fp3fnmM4mcEOfmq1lb1BYXrZYTg
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.44.84, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
KoAyeChan (Ko Aye Chan (DESKTOP-6RN3IS3) from directory D:\Ko Aye Chan Data\Computer Softs\Accessible games\TheWar\TheWar\TheWar.exe) from IP 65.18.124.130, computer ID wie5swY1Itt7cL2qJb79roSDk0Y
SuperWorior (MALIK FARHANKHALIL (DESKTOP-AC3HH2M) from directory D:\TheWar\TheWar\TheWar.exe) from IP 111.119.187.2, computer ID DlMUJCQKFE+QNWlLzdb1EIdTolI
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.16.136, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.75.222, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
king (hp (ABHI) from directory F:\TheWar\TheWar.exe) from IP 157.36.237.42, computer ID IzPZLle0yqeoDswNcd00ltZho4C
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 110.224.15.31, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.0.144, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
penguin (Talal (TALAL) from directory C:\Users\taal0\Downloads\TheWar\TheWar\TheWar.exe) from IP 39.40.0.190, computer ID g0IlxmT7y2opy7bF2NuDXWdAQGk
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 106.207.245.9, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 223.181.194.125, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
akshat (dell (AKSHAT) from directory C:\Users\dell\Desktop\softevers\TheWar\TheWar.exe) from IP 106.207.218.71, computer ID 8oIsbi7qvpiTgCfFFzCXWKZzIb4
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 110.224.15.199, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 106.208.168.122, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 110.225.45.151, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.10.34, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 223.181.224.215, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
king (hp (ABHI) from directory F:\TheWar\TheWar.exe) from IP 157.36.244.179, computer ID IzPZLle0yqeoDswNcd00ltZho4C
KingKiller (HP (UMERSIDIQ) from directory H:\softwares\games\TheWar\TheWar.exe) from IP 110.224.12.199, computer ID ZuSKg5H6YGr25MCoaFGjj4m2YAM
attaurrehman (Anonymous (DESKTOP-AA7JQ2C) from directory C:\Users\Anonymous\Downloads\TheWar\TheWar\TheWar.exe) from IP 39.50.41.240, computer ID a/d1xYsX7jEw3fbnQV4x9wo3v/Q
elijah (Alexander Elijah (DESKTOP-Q9HLKB2) from directory D:\audio games\TheWar\TheWar\TheWar.exe) from IP 103.133.242.168, computer ID /EB6OnrpTqwoHIoji3nVr56VFYI
shahrukh (user (DESKTOP-CKB9DF0) from directory F:\TheWar\TheWar\TheWar.exe) from IP 157.51.42.93, computer ID Qj1NZEyUmuhvCrVamIKexejKJwr
lovepreet (Administrator (EC2AMAZ-2RNDIV0) from directory C:\Users\Administrator\Desktop\SparkGamers\TW_source\TheWar.bgt) from IP 15.207.182.12, computer ID 4pImu5K4dyzXDAOfj8j+VOL9vxt
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Dropbox\TheWar developers\TW_source\TheWar.bgt) from IP 157.39.155.168, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
ash (ssc (PRITHI) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.46.105.251, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 223.181.205.22, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
bhatti-is-here (sajawal bhatti (DESKTOP-K0QE41F) from directory C:\Users\sajawal bhatti\Desktop\TheWar\TheWar\vTheWar.exe) from IP 103.255.7.0, computer ID OsnCD+5kp/RDGuuocSq5bAUuIq0
arman499 (muham (DESKTOP-J0JE4PK) from directory C:\Users\muham\Dropbox\My PC (DESKTOP-J0JE4PK)\Desktop\TheWar\TheWar\TheWar.exe) from IP 39.45.248.25, computer ID CaoD+u62GUqcJ5ZV/xbJY32Jr3o
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.195.88, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Desktop\softweres\TheWar developers\TW_source\TheWar.bgt) from IP 157.39.155.168, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
shahrukh (user (DESKTOP-CKB9DF0) from directory F:\TheWar\TheWar\TheWar.exe) from IP 157.51.56.113, computer ID Qj1NZEyUmuhvCrVamIKexejKJwr
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.108.220, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
attaurrehman (Anonymous (DESKTOP-AA7JQ2C) from directory C:\Users\Anonymous\Downloads\TheWar\TheWar\TheWar.exe) from IP 39.50.16.235, computer ID a/d1xYsX7jEw3fbnQV4x9wo3v/Q
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\TheWar developers\TheWar.exe) from IP 157.43.149.4, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
Rinat (Rinat (RINAT-PC) from directory D:\игры\игры\TheWar\TheWar.exe) from IP 5.28.25.187, computer ID AH7H5pQ1JG2vH7rOL+//RsksiYg
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\games\TheWar developers\TheWar.exe) from IP 157.43.149.4, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.76.99, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
mahi2000 (mahipal singh rathor (LAPTOP-413LVIOH) from directory D:\softwares\games\TheWar\TheWar\TheWar.exe) from IP 49.34.204.134, computer ID GGqvmxN5TWq7e+kJhU2GLfns9Z4
king (hp (ABHI) from directory F:\TheWar\TheWar.exe) from IP 157.36.207.179, computer ID IzPZLle0yqeoDswNcd00ltZho4C
ash (ssc (PRITHI) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.49.206.20, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.91.219, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
jaihanuman (ok (DESKTOP-LT2BDPJ) from directory C:\Users\ok\Desktop\Games\TheWar\TheWar.exe) from IP 157.47.155.51, computer ID rpg29vEy4cLm2VhEW2Snl4Ql+Ac
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 106.198.0.194, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.75.10, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
elijah (Alexander Elijah (DESKTOP-Q9HLKB2) from directory D:\audio games\TheWar\TheWar\TheWar.exe) from IP 117.55.252.20, computer ID /EB6OnrpTqwoHIoji3nVr56VFYI
Krishna (acer (ACER) from directory D:\softwares\TheWar\TheWar\TheWar.exe) from IP 157.46.69.241, computer ID kYniVLKKxKTo242WvYfeJfpg96f
radikesh (Kesav (RATHA-KESHAV) from directory H:\Audio Games\The War\TheWar\TheWar\TheWar.exe) from IP 157.46.96.215, computer ID 8YVEO31rgufSroKxZiUf2j23HEg
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.108.119, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
smartsudalai (athiban (ATHEE) from directory H:\Games\TheWar\TheWar\TW.exe) from IP 157.46.103.220, computer ID ObbHjcVlrmNM4LSfuTLKGGBROuQ
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 116.71.5.32, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\games\TheWar developers\TheWar.exe) from IP 157.43.217.100, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
SKGamer (H.P (SK-PC) from directory E:\games\TheWar1\TheWar\TheWar.exe) from IP 196.194.217.29, computer ID 8WLNvNY1cBHGA7jvKjkp5HSH4ar
rishi (admin (LAPTOP-VEG8OM60) from directory C:\Users\admin\Downloads\games\TheWar developers\TheWar.exe) from IP 157.43.236.240, computer ID jQLAzJlZikIqM2IV/8LM3BZbpHQ
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 106.207.220.90, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
anmolpreetsingh (Admin (DESKTOP-J91PLSH) from directory D:\softtwares\games\TheWar\TheWar.exe) from IP 157.39.27.190, computer ID KOqcbAEKQ+QzZGkFlNyVGa69f1s
moinkhan (Lenovo (LAPTOP-QBF39BLU) from directory H:\Download\games\TheWar\TheWar\TheWar.exe) from IP 27.62.239.209, computer ID cpPBB0DN6hg7Q3XpJc264T12zPo
lovepreet (rj (DESKTOP-J24LO1Q) from directory C:\Users\rj\Desktop\softweres\TheWar developers\TW_source\TheWar.bgt) from IP 157.39.132.6, computer ID wq9E98aFWc4xRO7QMoMWZOdmHah
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.109.20, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
Janpantrudu (BONNEY DENNIS (DESKTOP-144VEU3) from directory C:\Users\BONNEY DENNIS\Downloads\Compressed\The war\TheWar.exe) from IP 197.255.118.146, computer ID 0OV9Vhubb2RQ3X279TMlbmxp9UR
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 106.198.21.100, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
usman-khan (usman khan (DESKTOP-J99I8NC) from directory C:\Users\usman khan\Desktop\TheWar\TheWar.exe) from IP 119.160.65.37, computer ID sry8UXFEQgI2rOBpuzWtHRWwYWO
MilkyWayGalaxy (ELCOT (LENOVO) from directory C:\Users\ELCOT\Downloads\TheWar\TheWar.exe) from IP 223.181.230.120, computer ID 8f+ipOkWUNthezFW7hRr4s1C2dW
bhatti-is-here (sajawal bhatti (DESKTOP-K0QE41F) from directory C:\Users\sajawal bhatti\Desktop\TheWar\TheWar\vTheWar.exe) from IP 111.119.178.172, computer ID OsnCD+5kp/RDGuuocSq5bAUuIq0
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 111.88.192.131, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
KoAyeChan (Ko Aye Chan (DESKTOP-6RN3IS3) from directory D:\Ko Aye Chan Data\Computer Softs\Accessible games\TheWar\TheWar\TheWar.exe) from IP 65.18.124.13, computer ID wie5swY1Itt7cL2qJb79roSDk0Y
theloser (user1 (USER) from directory C:\Users\user1\Documents\Desktop\TheWar\TheWar.exe) from IP 157.42.66.159, computer ID wsBYYxc0ku/t/VD7ChIQOCvwtxi
attaurrehman (Anonymous (DESKTOP-AA7JQ2C) from directory C:\Users\Anonymous\Downloads\TheWar\TheWar\TheWar.exe) from IP 39.50.61.243, computer ID a/d1xYsX7jEw3fbnQV4x9wo3v/Q
shahrukh (user (DESKTOP-CKB9DF0) from directory F:\TheWar\TheWar\TheWar.exe) from IP 157.49.207.148, computer ID Qj1NZEyUmuhvCrVamIKexejKJwr
ash (ssc (PRITHI) from directory C:\Users\ssc\Downloads\TheWar\TheWar\TheWar.exe) from IP 157.49.203.99, computer ID kZ8NJSjYeFlq6gj0/OlXlwDeIDH
raza-al-pakistani (tawakkal (DESKTOP-6G7QQ8L) from directory E:\TheWar\TheWar.exe) from IP 116.71.6.16, computer ID UDFoF0Rk3wYvPheZHQui3iWdL7/
